Date,Open,High,Low,Close,Adj Close,Volume,Percentage,day,Res
1929-11-13,17.66,17.66,17.66,17.66,17.66,0,-0.4456999546233536,40,The great depression
1929-11-14,19.24,19.24,19.24,19.24,19.24,0,-0.3961079913337103,41,The great depression
1929-11-15,20.299999,20.299999,20.299999,20.299999,20.299999,0,-0.3628374650710149,42,The great depression
1929-11-18,20.09,20.09,20.09,20.09,20.09,0,-0.3694287705766237,43,The great depression
1929-11-19,20.700001,20.700001,20.700001,20.700001,20.700001,0,-0.3502824748812783,44,The great depression
1929-11-20,21.27,21.27,21.27,21.27,21.27,0,-0.33239173470207994,45,The great depression
1929-11-21,21.610001,21.610001,21.610001,21.610001,21.610001,0,-0.3217200150119267,46,The great depression
1929-11-22,21.530001,21.530001,21.530001,21.530001,21.530001,0,-0.3242310004949466,47,The great depression
1929-11-25,21.280001,21.280001,21.280001,21.280001,21.280001,0,-0.33207783012938386,48,The great depression
1929-11-26,20.66,20.66,20.66,20.66,20.66,0,-0.35153799901010674,49,The great depression
1929-11-27,20.92,20.92,20.92,20.92,20.92,0,-0.343377296190292,50,The great depression
1929-12-02,20.950001,20.950001,20.950001,20.950001,20.950001,0,-0.342435645246841,51,The great depression
1929-12-03,21.65,21.65,21.65,21.65,21.65,0,-0.3204645536577353,52,The great depression
1929-12-04,22.049999,22.049999,22.049999,22.049999,22.049999,0,-0.30790965762995426,53,The great depression
1929-12-05,21.870001,21.870001,21.870001,21.870001,21.870001,0,-0.313559312192112,54,The great depression
1929-12-06,22.450001,22.450001,22.450001,22.450001,22.450001,0,-0.29535466744021754,55,The great depression
1929-12-09,22.4,22.4,22.4,22.4,22.4,0,-0.2969240647544237,56,The great depression
1929-12-10,22.57,22.57,22.57,22.57,22.57,0,-0.2915882206030063,57,The great depression
1929-12-11,22.379999,22.379999,22.379999,22.379999,22.379999,0,-0.2975518425124972,58,The great depression
1929-12-12,21.17,21.17,21.17,21.17,21.17,0,-0.3355304665558547,59,The great depression
1929-12-13,21.700001,21.700001,21.700001,21.700001,21.700001,0,-0.3188951563435293,60,The great depression
1929-12-16,21.33,21.33,21.33,21.33,21.33,0,-0.330508495589815,61,The great depression
1929-12-17,21.559999,21.559999,21.559999,21.559999,21.559999,0,-0.32328944371345136,62,The great depression
1929-12-18,21.42,21.42,21.42,21.42,21.42,0,-0.32768363692141755,63,The great depression
1929-12-19,20.85,20.85,20.85,20.85,20.85,0,-0.3455744084879344,64,The great depression
1929-12-20,20.16,20.16,20.16,20.16,20.16,0,-0.3672316582789812,65,The great depression
1929-12-23,20.26,20.26,20.26,20.26,20.26,0,-0.3640929264252063,66,The great depression
1929-12-24,20.389999,20.389999,20.389999,20.389999,20.389999,0,-0.3600126064026176,67,The great depression
1929-12-26,20.84,20.84,20.84,20.84,20.84,0,-0.34588828167331204,68,The great depression
1929-12-27,20.82,20.82,20.82,20.82,20.82,0,-0.3465160280440669,69,The great depression
1929-12-30,20.889999,20.889999,20.889999,20.889999,20.889999,0,-0.344318947133743,70,The great depression
1929-12-31,21.450001,21.450001,21.450001,21.450001,21.450001,0,-0.3267419859779665,71,The great depression
1930-01-02,21.18,21.18,21.18,21.18,21.18,0,-0.3352165933704773,72,The great depression
1930-01-03,21.23,21.23,21.23,21.23,21.23,0,-0.3336472274435899,73,The great depression
1930-01-06,21.5,21.5,21.5,21.5,21.5,0,-0.3251726514383977,74,The great depression
1930-01-07,21.309999,21.309999,21.309999,21.309999,21.309999,0,-0.3311362733478885,75,The great depression
1930-01-08,21.290001,21.290001,21.290001,21.290001,21.290001,0,-0.3317639569440064,76,The great depression
1930-01-09,21.620001,21.620001,21.620001,21.620001,21.620001,0,-0.32140614182654914,77,The great depression
1930-01-10,21.549999,21.549999,21.549999,21.549999,21.549999,0,-0.3236033168988287,78,The great depression
1930-01-13,21.52,21.52,21.52,21.52,21.52,0,-0.32454490506764266,79,The great depression
1930-01-14,21.559999,21.559999,21.559999,21.559999,21.559999,0,-0.32328944371345136,80,The great depression
1930-01-15,21.65,21.65,21.65,21.65,21.65,0,-0.3204645536577353,81,The great depression
1930-01-16,21.5,21.5,21.5,21.5,21.5,0,-0.3251726514383977,82,The great depression
1930-01-17,21.309999,21.309999,21.309999,21.309999,21.309999,0,-0.3311362733478885,83,The great depression
1930-01-20,21.5,21.5,21.5,21.5,21.5,0,-0.3251726514383977,84,The great depression
1930-01-21,21.610001,21.610001,21.610001,21.610001,21.610001,0,-0.3217200150119267,85,The great depression
1930-01-22,21.629999,21.629999,21.629999,21.629999,21.629999,0,-0.32109233141580884,86,The great depression
1930-01-23,21.84,21.84,21.84,21.84,21.84,0,-0.31450096313556297,87,The great depression
1930-01-24,22.040001,22.040001,22.040001,22.040001,22.040001,0,-0.3082234680406947,88,The great depression
1930-01-27,22.209999,22.209999,22.209999,22.209999,22.209999,0,-0.3028876866639144,89,The great depression
1930-01-28,22.1,22.1,22.1,22.1,22.1,0,-0.30634026031574824,90,The great depression
1930-01-29,22.35,22.35,22.35,22.35,22.35,0,-0.29849343068131096,91,The great depression
1930-01-30,22.469999,22.469999,22.469999,22.469999,22.469999,0,-0.2947269838440998,92,The great depression
1930-01-31,22.790001,22.790001,22.790001,22.790001,22.790001,0,-0.2846829791373829,93,The great depression
1930-02-03,22.74,22.74,22.74,22.74,22.74,0,-0.28625237645158896,94,The great depression
1930-02-04,23.01,23.01,23.01,23.01,23.01,0,-0.27777780044639666,95,The great depression
1930-02-05,23.309999,23.309999,23.309999,23.309999,23.309999,0,-0.2683616362723906,96,The great depression
1930-02-06,23.059999,23.059999,23.059999,23.059999,23.059999,0,-0.2762084659068279,97,The great depression
1930-02-07,22.969999,22.969999,22.969999,22.969999,22.969999,0,-0.2790333245752253,98,The great depression
1930-02-10,23.120001,23.120001,23.120001,23.120001,23.120001,0,-0.2743251640199258,99,The great depression
1930-02-11,23.32,23.32,23.32,23.32,23.32,0,-0.2680477316996945,100,The great depression
1930-02-13,23.360001,23.360001,23.360001,23.360001,23.360001,0,-0.2667922075708661,101,The great depression
1930-02-14,23.35,23.35,23.35,23.35,23.35,0,-0.2671061121435621,102,The great depression
1930-02-17,23.26,23.26,23.26,23.26,23.26,0,-0.2699309708119595,103,The great depression
1930-02-18,23.280001,23.280001,23.280001,23.280001,23.280001,0,-0.26930319305388595,104,The great depression
1930-02-19,23.07,23.07,23.07,23.07,23.07,0,-0.2758945613341318,105,The great depression
1930-02-20,22.639999,22.639999,22.639999,22.639999,22.639999,0,-0.2893911396926824,106,The great depression
1930-02-21,22.92,22.92,22.92,22.92,22.92,0,-0.2806026591147941,107,The great depression
1930-02-24,22.68,22.68,22.68,22.68,22.68,0,-0.2881356155638539,108,The great depression
1930-02-25,22.889999,22.889999,22.889999,22.889999,22.889999,0,-0.2815443100582452,109,The great depression
1930-02-26,23.110001,23.110001,23.110001,23.110001,23.110001,0,-0.27463903720530325,110,The great depression
1930-02-27,23.08,23.08,23.08,23.08,23.08,0,-0.2755806881487544,111,The great depression
1930-02-28,23.280001,23.280001,23.280001,23.280001,23.280001,0,-0.26930319305388595,112,The great depression
1930-03-03,23.360001,23.360001,23.360001,23.360001,23.360001,0,-0.2667922075708661,113,The great depression
1930-03-04,23.540001,23.540001,23.540001,23.540001,23.540001,0,-0.2611424902340712,114,The great depression
1930-03-05,23.360001,23.360001,23.360001,23.360001,23.360001,0,-0.2667922075708661,115,The great depression
1930-03-06,23.59,23.59,23.59,23.59,23.59,0,-0.25957315569450234,116,The great depression
1930-03-07,23.59,23.59,23.59,23.59,23.59,0,-0.25957315569450234,117,The great depression
1930-03-10,23.67,23.67,23.67,23.67,23.67,0,-0.2570621702114824,118,The great depression
1930-03-11,23.719999,23.719999,23.719999,23.719999,23.719999,0,-0.2554928356719136,119,The great depression
1930-03-12,23.459999,23.459999,23.459999,23.459999,23.459999,0,-0.26365353849172823,120,The great depression
1930-03-13,23.6,23.6,23.6,23.6,23.6,0,-0.2592592825091248,121,The great depression
1930-03-14,23.450001,23.450001,23.450001,23.450001,23.450001,0,-0.26396734890246865,122,The great depression
1930-03-17,23.67,23.67,23.67,23.67,23.67,0,-0.2570621702114824,123,The great depression
1930-03-18,23.9,23.9,23.9,23.9,23.9,0,-0.24984308694780025,124,The great depression
1930-03-19,24.030001,24.030001,24.030001,24.030001,24.030001,0,-0.24576270415057425,125,The great depression
1930-03-20,24.139999,24.139999,24.139999,24.139999,24.139999,0,-0.24231016188605906,126,The great depression
1930-03-21,24.290001,24.290001,24.290001,24.290001,24.290001,0,-0.2376020013307595,127,The great depression
1930-03-24,24.280001,24.280001,24.280001,24.280001,24.280001,0,-0.2379158745161369,128,The great depression
1930-03-25,24.25,24.25,24.25,24.25,24.25,0,-0.23885752545958805,129,The great depression
1930-03-26,24.620001,24.620001,24.620001,24.620001,24.620001,0,-0.2272441862133024,130,The great depression
1930-03-27,24.57,24.57,24.57,24.57,24.57,0,-0.2288135835275084,131,The great depression
1930-03-28,24.85,24.85,24.85,24.85,24.85,0,-0.2200251343369386,132,The great depression
1930-03-31,24.15,24.15,24.15,24.15,24.15,0,-0.2419962573133629,133,The great depression
1930-04-01,25.370001,25.370001,25.370001,25.370001,25.370001,0,-0.2037036973099906,134,The great depression
1930-04-02,25.110001,25.110001,25.110001,25.110001,25.110001,0,-0.2118644001298053,135,The great depression
1930-04-03,25.16,25.16,25.16,25.16,25.16,0,-0.21029506559023647,136,The great depression
1930-04-04,25.540001,25.540001,25.540001,25.540001,25.540001,0,-0.1983678531585733,137,The great depression
1930-04-07,25.6,25.6,25.6,25.6,25.6,0,-0.19648464543362687,138,The great depression
1930-04-08,25.459999,25.459999,25.459999,25.459999,25.459999,0,-0.20087890141623035,139,The great depression
1930-04-09,25.870001,25.870001,25.870001,25.870001,25.870001,0,-0.18801003804111616,140,The great depression
1930-04-10,25.92,25.92,25.92,25.92,25.92,0,-0.1864407035015473,141,The great depression
1930-04-11,25.84,25.84,25.84,25.84,25.84,0,-0.18895168898456727,142,The great depression
1930-04-14,25.73,25.73,25.73,25.73,25.73,0,-0.1924042940237196,143,The great depression
1930-04-15,25.74,25.74,25.74,25.74,25.74,0,-0.19209042083834216,144,The great depression
1930-04-16,25.559999,25.559999,25.559999,25.559999,25.559999,0,-0.19774016956245555,145,The great depression
1930-04-17,25.75,25.75,25.75,25.75,25.75,0,-0.1917765476529646,146,The great depression
1930-04-21,25.290001,25.290001,25.290001,25.290001,25.290001,0,-0.20621468279301056,147,The great depression
1930-04-22,25.5,25.5,25.5,25.5,25.5,0,-0.19962337728740187,148,The great depression
1930-04-23,25.549999,25.549999,25.549999,25.549999,25.549999,0,-0.19805404274783306,149,The great depression
1930-04-24,25.35,25.35,25.35,25.35,25.35,0,-0.20433147506806407,150,The great depression
1930-04-25,25.32,25.32,25.32,25.32,25.32,0,-0.20527309462419666,151,The great depression
1930-04-28,24.76,24.76,24.76,24.76,24.76,0,-0.22284999300533606,152,The great depression
1930-04-29,24.73,24.73,24.73,24.73,24.73,0,-0.2237916125614685,153,The great depression
1930-04-30,24.9,24.9,24.9,24.9,24.9,0,-0.21845576841005127,154,The great depression
1930-05-01,24.299999,24.299999,24.299999,24.299999,24.299999,0,-0.2372881909200192,155,The great depression
1930-05-02,23.57,23.57,23.57,23.57,23.57,0,-0.26020090206525737,156,The great depression
1930-05-05,22.98,22.98,22.98,22.98,22.98,0,-0.27871942000252914,157,The great depression
1930-05-06,23.76,23.76,23.76,23.76,23.76,0,-0.2542373115430849,158,The great depression
1930-05-07,23.309999,23.309999,23.309999,23.309999,23.309999,0,-0.2683616362723906,159,The great depression
1930-05-08,23.4,23.4,23.4,23.4,23.4,0,-0.2655367462166747,160,The great depression
1930-05-09,23.690001,23.690001,23.690001,23.690001,23.690001,0,-0.2564343924534088,161,The great depression
1930-05-12,24.09,24.09,24.09,24.09,24.09,0,-0.2438794964256279,162,The great depression
1930-05-13,24.42,24.42,24.42,24.42,24.42,0,-0.23352168130817064,163,The great depression
1930-05-14,24.57,24.57,24.57,24.57,24.57,0,-0.2288135835275084,164,The great depression
1930-05-15,24.17,24.17,24.17,24.17,24.17,0,-0.2413685109426079,165,The great depression
1930-05-16,24.280001,24.280001,24.280001,24.280001,24.280001,0,-0.2379158745161369,166,The great depression
1930-05-19,23.75,23.75,23.75,23.75,23.75,0,-0.2545511847284625,167,The great depression
1930-05-20,23.860001,23.860001,23.860001,23.860001,23.860001,0,-0.2510985483019915,168,The great depression
1930-05-21,23.74,23.74,23.74,23.74,23.74,0,-0.2548650579138401,169,The great depression
1930-05-22,23.790001,23.790001,23.790001,23.790001,23.790001,0,-0.25329566059963404,170,The great depression
1930-05-23,24.030001,24.030001,24.030001,24.030001,24.030001,0,-0.24576270415057425,171,The great depression
1930-05-26,24.23,24.23,24.23,24.23,24.23,0,-0.23948527183034296,172,The great depression
1930-05-27,24.24,24.24,24.24,24.24,24.24,0,-0.2391713986449656,173,The great depression
1930-05-28,24.379999,24.379999,24.379999,24.379999,24.379999,0,-0.2347772054369993,174,The great depression
1930-05-29,24.49,24.49,24.49,24.49,24.49,0,-0.2313245690105284,175,The great depression
1930-06-02,24.4,24.4,24.4,24.4,24.4,0,-0.2341494276789257,176,The great depression
1930-06-03,24.18,24.18,24.18,24.18,24.18,0,-0.2410546377572305,177,The great depression
1930-06-04,24.290001,24.290001,24.290001,24.290001,24.290001,0,-0.2376020013307595,178,The great depression
1930-06-05,23.91,23.91,23.91,23.91,23.91,0,-0.24952921376242265,179,The great depression
1930-06-06,23.52,23.52,23.52,23.52,23.52,0,-0.2617702679921448,180,The great depression
1930-06-09,22.379999,22.379999,22.379999,22.379999,22.379999,0,-0.2975518425124972,181,The great depression
1930-06-10,23.01,23.01,23.01,23.01,23.01,0,-0.27777780044639666,182,The great depression
1930-06-11,22.200001,22.200001,22.200001,22.200001,22.200001,0,-0.3032014970746548,183,The great depression
1930-06-12,22.129999,22.129999,22.129999,22.129999,22.129999,0,-0.3053986721469344,184,The great depression
1930-06-13,22.26,22.26,22.26,22.26,22.26,0,-0.3013182893497084,185,The great depression
1930-06-16,20.559999,20.559999,20.559999,20.559999,20.559999,0,-0.35467676225120026,186,The great depression
1930-06-17,20.58,20.58,20.58,20.58,20.58,0,-0.3540489844931267,187,The great depression
1930-06-18,19.860001,19.860001,19.860001,19.860001,19.860001,0,-0.37664782245298734,188,The great depression
1930-06-19,20.790001,20.790001,20.790001,20.790001,20.790001,0,-0.34745761621288085,189,The great depression
1930-06-20,20.25,20.25,20.25,20.25,20.25,0,-0.3644067996105839,190,The great depression
1930-06-23,20.09,20.09,20.09,20.09,20.09,0,-0.3694287705766237,191,The great depression
1930-06-24,19.389999,19.389999,19.389999,19.389999,19.389999,0,-0.3913999249403665,192,The great depression
1930-06-25,19.540001,19.540001,19.540001,19.540001,19.540001,0,-0.386691764385067,193,The great depression
1930-06-26,20.0,20.0,20.0,20.0,20.0,0,-0.3722536292450209,194,The great depression
1930-06-27,19.809999,19.809999,19.809999,19.809999,19.809999,0,-0.378217251154512,195,The great depression
1930-06-30,20.459999,20.459999,20.459999,20.459999,20.459999,0,-0.35781549410497504,196,The great depression
1930-07-01,20.24,20.24,20.24,20.24,20.24,0,-0.3647206727959613,197,The great depression
1930-07-02,20.459999,20.459999,20.459999,20.459999,20.459999,0,-0.35781549410497504,198,The great depression
1930-07-03,20.25,20.25,20.25,20.25,20.25,0,-0.3644067996105839,199,The great depression
1930-07-07,19.83,19.83,19.83,19.83,19.83,0,-0.3775894733964385,200,The great depression
1930-07-08,19.969999,19.969999,19.969999,19.969999,19.969999,0,-0.37319528018847214,201,The great depression
1930-07-09,20.26,20.26,20.26,20.26,20.26,0,-0.3640929264252063,202,The great depression
1930-07-10,20.77,20.77,20.77,20.77,20.77,0,-0.3480853939709544,203,The great depression
1930-07-11,20.549999,20.549999,20.549999,20.549999,20.549999,0,-0.3549906354365777,204,The great depression
1930-07-14,21.360001,21.360001,21.360001,21.360001,21.360001,0,-0.329566844646364,205,The great depression
1930-07-15,21.32,21.32,21.32,21.32,21.32,0,-0.33082236877519244,206,The great depression
1930-07-16,21.48,21.48,21.48,21.48,21.48,0,-0.3258003978091526,207,The great depression
1930-07-17,21.58,21.58,21.58,21.58,21.58,0,-0.3226616659553778,208,The great depression
1930-07-18,21.77,21.77,21.77,21.77,21.77,0,-0.3166980754332055,209,The great depression
1930-07-21,20.940001,20.940001,20.940001,20.940001,20.940001,0,-0.3427495184322185,210,The great depression
1930-07-22,21.32,21.32,21.32,21.32,21.32,0,-0.33082236877519244,211,The great depression
1930-07-23,21.66,21.66,21.66,21.66,21.66,0,-0.32015068047235784,212,The great depression
1930-07-24,21.379999,21.379999,21.379999,21.379999,21.379999,0,-0.3289391610502461,213,The great depression
1930-07-25,21.5,21.5,21.5,21.5,21.5,0,-0.3251726514383977,214,The great depression
1930-07-28,21.82,21.82,21.82,21.82,21.82,0,-0.315128709506318,215,The great depression
1930-07-29,21.65,21.65,21.65,21.65,21.65,0,-0.3204645536577353,216,The great depression
1930-07-30,21.08,21.08,21.08,21.08,21.08,0,-0.3383553252242523,217,The great depression
1930-07-31,21.209999,21.209999,21.209999,21.209999,21.209999,0,-0.3342750052016634,218,The great depression
1930-08-01,21.110001,21.110001,21.110001,21.110001,21.110001,0,-0.3374136742808012,219,The great depression
1930-08-04,21.52,21.52,21.52,21.52,21.52,0,-0.32454490506764266,220,The great depression
1930-08-05,21.52,21.52,21.52,21.52,21.52,0,-0.32454490506764266,221,The great depression
1930-08-06,21.18,21.18,21.18,21.18,21.18,0,-0.3352165933704773,222,The great depression
1930-08-07,21.059999,21.059999,21.059999,21.059999,21.059999,0,-0.3389831029823258,223,The great depression
1930-08-08,20.27,20.27,20.27,20.27,20.27,0,-0.3637790532398288,224,The great depression
1930-08-11,20.4,20.4,20.4,20.4,20.4,0,-0.3596987018299215,225,The great depression
1930-08-12,19.879999,19.879999,19.879999,19.879999,19.879999,0,-0.3760201388568696,226,The great depression
1930-08-13,20.15,20.15,20.15,20.15,20.15,0,-0.3675455314643588,227,The great depression
1930-08-14,20.16,20.16,20.16,20.16,20.16,0,-0.3672316582789812,228,The great depression
1930-08-15,20.700001,20.700001,20.700001,20.700001,20.700001,0,-0.3502824748812783,229,The great depression
1930-08-18,20.540001,20.540001,20.540001,20.540001,20.540001,0,-0.3553044458473181,230,The great depression
1930-08-19,20.74,20.74,20.74,20.74,20.74,0,-0.3490270135270869,231,The great depression
1930-08-20,20.85,20.85,20.85,20.85,20.85,0,-0.3455744084879344,232,The great depression
1930-08-21,20.639999,20.639999,20.639999,20.639999,20.639999,0,-0.3521657767681803,233,The great depression
1930-08-22,20.790001,20.790001,20.790001,20.790001,20.790001,0,-0.34745761621288085,234,The great depression
1930-08-25,20.68,20.68,20.68,20.68,20.68,0,-0.3509102526393518,235,The great depression
1930-08-26,20.98,20.98,20.98,20.98,20.98,0,-0.34149405707802705,236,The great depression
1930-08-27,21.139999,21.139999,21.139999,21.139999,21.139999,0,-0.33647211749930583,237,The great depression
1930-08-28,21.129999,21.129999,21.129999,21.129999,21.129999,0,-0.3367859906846834,238,The great depression
1930-08-29,21.370001,21.370001,21.370001,21.370001,21.370001,0,-0.3292529714609864,239,The great depression
1930-09-02,21.379999,21.379999,21.379999,21.379999,21.379999,0,-0.3289391610502461,240,The great depression
1930-09-03,21.17,21.17,21.17,21.17,21.17,0,-0.3355304665558547,241,The great depression
1930-09-04,21.02,21.02,21.02,21.02,21.02,0,-0.3402385643365171,242,The great depression
1930-09-05,21.34,21.34,21.34,21.34,21.34,0,-0.33019462240443753,243,The great depression
1930-09-08,21.629999,21.629999,21.629999,21.629999,21.629999,0,-0.32109233141580884,244,The great depression
1930-09-09,21.76,21.76,21.76,21.76,21.76,0,-0.31701194861858284,245,The great depression
1930-09-10,21.860001,21.860001,21.860001,21.860001,21.860001,0,-0.3138731853774894,246,The great depression
1930-09-11,21.719999,21.719999,21.719999,21.719999,21.719999,0,-0.3182674727474115,247,The great depression
1930-09-12,21.5,21.5,21.5,21.5,21.5,0,-0.3251726514383977,248,The great depression
1930-09-15,21.190001,21.190001,21.190001,21.190001,21.190001,0,-0.3349026887977812,249,The great depression
1930-09-16,21.219999,21.219999,21.219999,21.219999,21.219999,0,-0.333961132016286,250,The great depression
1930-09-17,21.290001,21.290001,21.290001,21.290001,21.290001,0,-0.3317639569440064,251,The great depression
1930-09-18,21.059999,21.059999,21.059999,21.059999,21.059999,0,-0.3389831029823258,252,The great depression
1930-09-19,20.68,20.68,20.68,20.68,20.68,0,-0.3509102526393518,253,The great depression
1930-09-22,20.17,20.17,20.17,20.17,20.17,0,-0.3669177850936037,254,The great depression
1930-09-23,20.440001,20.440001,20.440001,20.440001,20.440001,0,-0.3584431777010929,255,The great depression
1930-09-24,20.110001,20.110001,20.110001,20.110001,20.110001,0,-0.36880099281855017,256,The great depression
1930-09-25,19.73,19.73,19.73,19.73,19.73,0,-0.3807282052502132,257,The great depression
1930-09-26,19.43,19.43,19.43,19.43,19.43,0,-0.39014440081153795,258,The great depression
1930-09-29,18.879999,18.879999,18.879999,18.879999,18.879999,0,-0.4074074573946185,259,The great depression
1930-09-30,18.59,18.59,18.59,18.59,18.59,0,-0.4165097483832471,260,The great depression
1930-10-01,19.42,19.42,19.42,19.42,19.42,0,-0.39045827399691535,261,The great depression
1930-10-02,19.18,19.18,19.18,19.18,19.18,0,-0.3979912304459752,262,The great depression
1930-10-03,19.42,19.42,19.42,19.42,19.42,0,-0.39045827399691535,263,The great depression
1930-10-06,18.610001,18.610001,18.610001,18.610001,18.610001,0,-0.4158819706251735,264,The great depression
1930-10-07,18.620001,18.620001,18.620001,18.620001,18.620001,0,-0.4155680974397961,265,The great depression
1930-10-08,18.4,18.4,18.4,18.4,18.4,0,-0.4224733389054194,266,The great depression
1930-10-09,17.67,17.67,17.67,17.67,17.67,0,-0.4453860814379761,267,The great depression
1930-10-10,18.110001,18.110001,18.110001,18.110001,18.110001,0,-0.4315756298940481,268,The great depression
1930-10-14,17.91,17.91,17.91,17.91,17.91,0,-0.4378531249889164,269,The great depression
1930-10-15,18.200001,18.200001,18.200001,18.200001,18.200001,0,-0.4287507712256505,270,The great depression
1930-10-16,17.879998999999994,17.879998999999994,17.879998999999994,17.879998999999994,17.879998999999994,0,-0.4387947759323674,271,The great depression
1930-10-17,17.16,17.16,17.16,17.16,17.16,0,-0.4613936138922281,272,The great depression
1930-10-20,17.57,17.57,17.57,17.57,17.57,0,-0.4485248132917511,273,The great depression
1930-10-21,17.049999,17.049999,17.049999,17.049999,17.049999,0,-0.464846250318699,274,The great depression
1930-10-22,16.9,16.9,16.9,16.9,16.9,0,-0.4695543167120429,275,The great depression
1930-10-23,17.139999,17.139999,17.139999,17.139999,17.139999,0,-0.4620213916503017,276,The great depression
1930-10-24,17.74,17.74,17.74,17.74,17.74,0,-0.4431889691403337,277,The great depression
1930-10-27,17.780001000000006,17.780001000000006,17.780001000000006,17.780001000000006,17.780001000000006,0,-0.4419334450115051,278,The great depression
1930-10-28,17.860001,17.860001,17.860001,17.860001,17.860001,0,-0.4394224595284853,279,The great depression
1930-10-29,17.549999,17.549999,17.549999,17.549999,17.549999,0,-0.4491525910498245,280,The great depression
1930-10-30,17.34,17.34,17.34,17.34,17.34,0,-0.4557438965554333,281,The great depression
1930-10-31,16.940001000000002,16.940001000000002,16.940001000000002,16.940001000000002,16.940001000000002,0,-0.4682987925832143,282,The great depression
1930-11-03,17.129998999999998,17.129998999999998,17.129998999999998,17.129998999999998,17.129998999999998,0,-0.4623352648356791,283,The great depression
1930-11-05,16.620001000000002,16.620001000000002,16.620001000000002,16.620001000000002,16.620001000000002,0,-0.4783427345152938,284,The great depression
1930-11-06,16.65,16.65,16.65,16.65,16.65,0,-0.4774011463464801,285,The great depression
1930-11-07,16.09,16.09,16.09,16.09,16.09,0,-0.4949780447276194,286,The great depression
